IDRSSD	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	field48
23755	61007000	33000	6022000	44908000	0	87349000	0	0	0	0	94162000	33000	7175000		10168000	13534000	5009000	81294000	86954000	0	0	1285000	0	0	3367000	7023000	4105000	1608000	10311000	355000	2362000	800000	0	5936000	3517000	0	0	2717000	0	FALSE							
24006	366629000	2000	12598000	142655000	0	321350000	0	0	77520000	0	971005000	0	27505000		184454000	148134000	59953000	308750000	943500000	0	0	16866000	77520000	30000000	29576000	157252000	134217000	64005000	186828000	2371000	33411000	19457000	15953000	200596000	71192000	0	0	35782000	0	TRUE	49375000	90805000	98194000	49940000	301220000	54735000	
24378	19675000	0	0	7270000	0	12835000	0	0	0	0	41545000	0	507000		14766000	815000	5914000	12835000	41038000	0	0	1304000	0	0	2942000	4900000	7705000	5204000	6612000	304000	0	0	0	5985000	304000	0	0	304000	0	FALSE							
24453	18365000	0	7100000	70188000	0	96252000	0	0	6687000	0	162837000	0	12450000		12738000	107298000	3899000	89152000	149889000	0	498000	2873000	6687000	1149000	3192000	8414000	9815000	1627000	11606000	9343000	3319000	1465000	0	10310000	14126000	1340000	0	12661000	498000	TRUE							
24659	20334000	0	820000	12910000	0	22055000	0	0	0	0	29413000	0	1535000		5225000	676000	3236000	21235000	27878000	0	0	1075000	0	0	3132000	3361000	986000	204000	3577000	721000	0	0	0	2458000	721000	0	0	260000	0	TRUE							
24668	284530000	0	30162000	72859000	0	93308000	0	0	0	245000	1359284000	0	169519000		87825000	498495000	40450000	60692000	1183875000	2454000	5645000	25314000	0	0	133770000	144640000	18874000	1090000	218547000	132664000	105736000	39485000	0	210549000	277885000	162905000	0	159890000	0	FALSE							
24949	45072000	0	10719000	90588000	0	134138000	0	0	0	0	189972000	0	4142000		63268000	54536000	12288000	122879000	185830000	540000	0	2374000	0	0	19999000	34599000	31010000	392000	54571000	1023000	1349000	1727000	265000	22732000	4364000	4710000	0	2372000	0	TRUE							
25357	201474000	0	12445000	11623000	0	47049000	0	0	0	0	349674000	581000	6812000		34850000	59288000	9024000	34604000	342281000	0	0	3905000	0	0	22358000	39782000	12570000	4645000	62140000	3222000	2539000	3795000	0	44506000	9556000	0	0	5761000	0	TRUE							
25647	16187000	1000	0	16329000	0	18277000	0	0	0	0	116495000	0	33000		27943000	6789000	6111000	18276000	99282000	0	17180000	2858000	0	0	9479000	43784000	26614000	1761000	52937000	673000	6260000	4948000	0	53694000	11881000	0	0	6933000	17180000	FALSE							
26176	45475000	0	246000	21393000	0	35644000	0	0	41985000	0	262756000	0	26202000		36848000	24425000	5058000	35398000	233016000	0	3538000	2116000	41985000	39193000	36746000	111524000	22023000	1416000	148269000	1413000	12879000	6855000	0	134861000	21147000	40833000	0	14292000	12931000	TRUE							
26457	2570000	0	1550000	4966000	0	9008000	0	0	0	0	20526000	0	5792000		3146000	12254000	452000	7458000	14734000	0	0	256000	0	0	1302000	2678000	953000	12000	3980000	0	501000	256000	0	1799000	757000	0	0	501000	0	TRUE							
26765	46297000	0	8060000	101285000	0	149637000	0	0	4749000	0	1507211000	0	79185000		67946000	954892000	5134000	141394000	1428026000	183000	0	1739000	4749000	4749000	41765000	97428000	47638000	2335000	139193000	72488000	136038000	106949000	1381000	121220000	316856000	4749000	0	208526000	0	TRUE	72326000	51542000	89627000	197157000	44858000	1438000	
27070	159261000	0	1408000	37677000	0	37677000	0	0	1000000	0	405090000	0	6125000		132977000	0	57250000	36269000	397204000	0	1761000	18893000	1000000	1000000	60933000	107705000	45411000	2490000	157794000	4848000	16643000	7405000	393000	83564000	29289000	0	0	21491000	0	FALSE							
27548	281803000	0	37931000	26331000	0	156044000	0	0	2636000	0	589466000	0	37219000		36844000	214998000	16975000	50988000	545291000	67125000	6956000	346000	2636000	2636000	9856000	29206000	21853000	8755000	39062000	8998000	11906000	1584000	507000	32826000	22995000	63775000	0	20904000	6719000	TRUE							
27614	86628000	0	2617000	86529000	0	160510000	0	0	0	0	199462000	0	35557000		39149000	34719000	15815000	157893000	163905000	0	0	791000	0	0	7417000	22850000	21872000	4440000	28313000	7506000	10796000	2963000	270000	17430000	21535000	0	0	18302000	0	TRUE							
27847	55816000	0	30746000	97295000	0	166163000	0	0	4088000	0	377589000	0	33490000		119592000	33176000	34927000	135417000	332835000	0	11264000	15717000	0	0	26327000	106554000	96207000	5066000	132881000	12562000	26537000	14224000	1121000	114562000	54444000	6285000	4088000	39099000	11100000	TRUE							
28013	736496000	0	177245000	126076000	0	252476000	0	0	237908000	0	3109833000	0	149636000		545209000	1368994000	92260000	75231000	2960197000	0	0	36443000	237908000	175581000	290797000	440897000	96911000	57261000	731694000	37711000	67138000	9665000	3963000	340657000	118477000	0	0	104849000	0	TRUE	7963000	67268000	1161728000	207266000	735126000	1370000	
28152	27127000	0	5428000	29989000	0	47434000	0	0	1513000	0	80819000	0	9149000		17703000	29590000	7874000	42006000	71670000	0	0	1921000	0	0	3209000	10375000	8458000	1544000	13584000	516000	0	0	0	5883000	516000	2073000	1513000	516000	0	TRUE							
28675	13631000	0	12815000	32125000	0	33009000	0	0	30653000	0	82014000	0	8283000		40992000	16420000	4353000	20194000	73731000	0	0	1063000	28153000	15776000	7891000	19805000	14519000	4588000	27696000	2256000	1860000	540000	504000	5811000	5160000	0	2500000	4116000	0	FALSE							
28732	19283000	0	2755000	31676000	0	38801000	0	0	0	0	48614000	0	3529000		7475000	10765000	3240000	36046000	45085000	0	0	1072000	0	0	2997000	8761000	2427000	43000	11758000	796000	2234000	1309000	0	6752000	4339000	0	0	3030000	0	TRUE							
29476	2769000	0	1135000	4813000	0	18927000	0	0	5722000	0	66204000	0	10259000		11068000	4419000	3890000	17792000	42002000	0	13943000	2402000	0	0	4701000	13495000	22795000	3632000	18196000	7491000	4087000	2815000	0	33555000	14393000	2470000	3541000	11578000	17005000	TRUE							
29636	77687000	0	45398000	71530000	0	147902000	0	0	0	0	648520000	0	110054000		92422000	350906000	34729000	102504000	538466000	0	0	16898000	0	0	21150000	67313000	53408000	19655000	88463000	8291000	24276000	15323000	10511000	69104000	58401000	0	0	32567000	0	FALSE							
29878	654309000	0	0	35564000	0	130527000	0	0	0	0	1098744000	0	0		206312000	17947000	84741000	130527000	1098744000	0	0	27819000	0	0	63341000	196935000	74119000	22587000	260276000	13036000	32493000	15112000	8865000	150670000	69506000	0	0	45529000	0	TRUE	18701000	87518000	17165000	782000	645767000	8542000	
30052	3110000	0	0	10177000	0	12303000	0	0	0	0	11934000	0	0		1368000	6030000	142000	12303000	11934000	0	0	0	0	0	525000	1159000	1110000	0	1684000	0	0	0	0	1427000	0	0	0	0	0	FALSE							
30502	399006000	1000	12417000	35469000	0	76311000	0	0	30997000	0	673503000	0	92378000		61209000	120106000	22082000	63893000	581118000	0	7000	6542000	30997000	30997000	43182000	59075000	23794000	10629000	102089000	3210000	9418000	3025000	2057000	75471000	17710000	0	0	12628000	0	TRUE							
30650	9809000	0	488000	24460000	0	39954000	0	0	5000	0	60699000	0	559000		9977000	28324000	2812000	39466000	60140000	0	0	466000	5000	5000	3040000	8568000	4055000	0	11608000	3863000	1464000	1574000	0	5687000	6901000	5000	0	5327000	0	TRUE							
30810	28262640000	0	0	876414000	0	876414000	0	0	23604658000	0	71118178000	0	0		25910730000	9157574000	2283024000	876365000	71118178000	49000	0	936438000	22966980000	10348346000	3752726000	11377973000	10338884000	6326839000	15130699000	324750000	1029555000	386707000	160530000	5885692000	1901542000	0	568167000	1354305000	5071308000	TRUE	587150000	0	4262022000	4895552000	28262640000	0	
31134	14156000	6899000	7496000	47235000	0	61427000	0	0	0	0	47486000	200000	447000		13813000	5798000	5968000	47032000	46839000	0	0	2069000	0	0	4539000	16099000	3664000	331000	20638000	272000	1402000	1228000	0	10819000	2902000	0	0	1674000	0	TRUE							
31255	11975000	0	47700000	43842000	0	84113000	0	0	0	0	582270000	0	203685000		28578000	345233000	7382000	32732000	378094000	3681000	491000	2613000	0	0	38078000	57608000	9716000	2004000	33211000	39673000	75060000	2411000	512000	78828000	117656000	53872000	0	114728000	0	FALSE							
31657	11068000	0	4259000	32246000	0	60772000	0	0	0	0	69211000	0	4028000		14682000	3984000	4993000	56513000	65183000	0	0	2320000	0	0	9428000	23218000	3526000	23000	32646000	4242000	13421000	301000	0	21513000	17964000	0	0	17663000	0	TRUE							
31826	31735000	0	24984000	78120000	0	111607000	0	0	3000000	0	136883000	0	34045000		34065000	8815000	16431000	86623000	102838000	0	0	8366000	3000000	3000000	19723000	35177000	14000000	3714000	38350000	1984000	19306000	389000	2040000	38549000	23719000	11865000	0	20979000	0	FALSE							
31835	7940000	4000	10722000	30681000	0	49933000	0	0	0	0	62642000	0	14240000		14974000	6182000	5386000	39207000	48402000	0	0	2641000	0	0	11141000	13885000	1716000	17000	25026000	12657000	8845000	259000	0	11785000	21761000	0	0	21502000	0	FALSE							
32234	11605000	0	15282000	16519000	0	50210000	0	0	23017000	0	110451000	0	28001000		12297000	19293000	2541000	34928000	57284000	0	25166000	1051000	23017000	18737000	15130000	40241000	13682000	693000	55125000	307000	9499000	0	0	57449000	9806000	0	0	9806000	26994000	TRUE							
32766	11826000	0	22000	26127000	0	32323000	0	0	0	0	23567000	0	0		2594000	4422000	1710000	32301000	23567000	0	0	1106000	0	0	1638000	2173000	844000	20000	3737000	1000000	1640000	0	0	2083000	2640000	0	0	2640000	0	FALSE							
32971	43271000	0	2533000	34280000	0	67490000	0	0	0	0	153495000	0	7787000		28665000	49773000	6328000	64957000	145708000	0	0	1578000	0	0	8856000	21933000	15850000	2035000	30789000	541000	4831000	6405000	0	20009000	11777000	2863000	0	5123000	0	TRUE							
33147	89109000	17000	3365000	11607000	0	17362000	0	0	15169000	0	216081000	0	58470000		24872000	8793000	13379000	13980000	156896000	0	715000	6454000	15169000	12355000	9757000	36906000	17437000	9280000	46643000	10168000	22632000	7962000	4038000	48508000	44800000	15169000	0	32800000	0	TRUE							
33259	223218000	5000	2747000	37922000	0	105306000	0	0	0	0	634620000	0	27913000		105865000	212620000	17093000	96132000	597627000	6422000	9080000	6663000	0	0	18052000	70001000	68191000	20586000	88053000	1112000	13467000	6552000	821000	70965000	21952000	0	0	14579000	9080000	TRUE							
33268	10553000	0	7718000	52825000	0	70745000	0	0	0	0	72054000	0	5130000		9860000	25536000	5180000	63027000	66924000	0	0	2980000	0	0	5277000	15395000	640000	202000	20672000	5145000	8572000	733000	0	11655000	14450000	0	0	13717000	0	TRUE							
33370	3281000	0	0	326000	0	2768000	0	0	754000	0	16797000	0	0		6699000	0	4079000	2768000	16797000	0	0	1634000	500000	0	1571000	4401000	3513000	2520000	5972000	0	511000	1000000	0	5306000	1511000	0	254000	511000	0	TRUE							
33839	6286000	0	2020000	3571000	0	11248000	0	0	0	0	18024000	0	1414000		5827000	3447000	1242000	9228000	16610000	0	0	317000	0	0	650000	1838000	4060000	878000	2488000	0	500000	365000	0	1599000	865000	0	0	500000	0	FALSE							
33857	36904000	0	5631000	100309000	0	197310000	0	0	76869000	0	477986000	15037000	27624000		146999000	165777000	23652000	191433000	419336000	246000	15989000	6988000	76869000	11858000	14232000	72008000	89899000	49194000	86183000	6197000	28055000	14686000	1034000	78333000	49972000	82121000	0	34252000	0	FALSE							
34425	57506000	0	1346000	123776000	0	197120000	0	0	7093000	0	685231000	0	29929000		156619000	244730000	32076000	194203000	642298000	1571000	13004000	13930000	7093000	7093000	40040000	118088000	97662000	55607000	158128000	9297000	31704000	18916000	11682000	154777000	71598000	141000	0	41001000	13501000	FALSE							
34434	26287000	0	4913000	57071000	0	78363000	0	0	0	0	225568000	0	39134000		35353000	102161000	16952000	73450000	186434000	0	0	10488000	0	0	8455000	26066000	25139000	13331000	34281000	4939000	8794000	8849000	1545000	37639000	24127000	0	0	13024000	0	FALSE							
34537	519732000	0	73873000	562896000	0	687636000	0	0	268998000	0	4853636000	0	240428000		524004000	3279721000	64989000	606648000	4611526000	7115000	1682000	17826000	268998000	268998000	338714000	378148000	91834000	13408000	716862000	54513000	144215000	28373000	4978000	298100000	232079000	206568000	0	198728000	1441000	TRUE	56131000	81205000	1417512000	1862209000	493669000	26063000	
34555	17153000	0	37635000	51529000	0	106269000	0	0	0	0	131204000	0	22703000		45527000	28752000	16876000	66778000	108156000	1856000	345000	4875000	0	0	8436000	22154000	32286000	14007000	30221000	0	2937000	3294000	2185000	31356000	8416000	2649000	0	2937000	0	TRUE							
34742	107446000	0	2110000	10395000	0	23245000	0	0	26735000	0	356969000	0	31249000		65209000	75743000	16012000	21135000	325720000	0	0	7871000	26735000	25164000	23859000	78485000	49576000	1000	102344000	1894000	8911000	11054000	0	86712000	21859000	26735000	0	10805000	2095000	FALSE							
35057	13075000	0	7269000	32085000	0	65260000	0	0	1359000	0	79566000	0	6159000		10058000	16638000	2015000	56791000	54645000	1200000	18762000	682000	1359000	446000	8815000	12502000	16943000	2079000	1318000	2619000	5780000	1116000	0	30281000	9516000	5199000	0	8399000	10817000	FALSE							
35301	0	0	0	65152000000	0	65282000000	0	0	3000000000	0	42006000000	0	0		0	1093000000	0	65277000000	42006000000	5000000	0	0	0	0	0	0	0	0	0	40913000000	0	0	0	0	40913000000	0	3000000000	40913000000	0	TRUE	1000000	0	0	1093000000	0	0	
35570	8091757000	19000	451890000	682068000	0	1227560000	0	0	2087662000	0	16702064000	0	3314707000		2936427000	3785455000	452248000	775368000	13365169000	283000	22188000	90700000	2084611000	1923251000	1253585000	2315021000	480745000	35524000	3568606000	107072000	532190000	99151000	1565000	1148447000	739978000	72439000	1161000	639262000	15412000	TRUE	63894000	17404000	2109164000	1645227000	2498558000	2409871000	
35646	10743000	0	1955000	11055000	0	15262000	0	0	0	0	31781000	0	2727000		8256000	8116000	2281000	13307000	29054000	0	0	803000	0	0	1217000	4148000	4680000	567000	5365000	0	1599000	711000	0	2356000	2310000	0	0	1142000	0	TRUE							
35879	23926000	0	2329000	7590000	0	35418000	0	0	0	0	157921000	16000	1769000		52632000	48898000	19353000	33089000	156136000	0	0	5554000	0	0	9234000	28588000	30894000	5948000	37822000	258000	4974000	4807000	394000	22032000	10433000	0	0	5232000	0	TRUE							
36456	15196000	208000	8630000	11545000	0	37884000	0	0	6559000	0	70249000	86000	9689000		15782000	16716000	4918000	29046000	58789000	0	1685000	0	5813000	1738000	6174000	15998000	9917000	1667000	22172000	0	1870000	1966000	746000	17974000	4582000	0	0	1870000	0	TRUE							
36933	6456000	0	12419000	75037000	0	75037000	0	0	2011000	0	65819000	0	1176000		21172000	0	6619000	62618000	56679000	0	7964000	2669000	2011000	2011000	6353000	21343000	15764000	6548000	27696000	265000	3638000	4238000	1214000	28836000	9355000	0	0	3903000	7964000	TRUE							
37051	9113000	2000	35000	5529000	0	11474000	0	0	0	0	60251000	0	1886000		15074000	11533000	4411000	11437000	58365000	0	0	1817000	0	0	2964000	10722000	15239000	2398000	13686000	0	1432000	5731000	1118000	16249000	8281000	0	0	1432000	0	TRUE							
37341	6931000	0	2028000	7517000	0	10743000	0	0	3500000	0	28028000	0	1023000		7407000	2370000	4342000	8708000	27004000	7000	1000	1725000	4000	0	3292000	7275000	2283000	1016000	10567000	785000	3664000	413000	0	6458000	4862000	0	3496000	4449000	0	TRUE							
37435	140342000	0	46633000	192419000	0	273903000	0	0	0	0	993681000	0	92060000		123158000	665182000	54976000	227270000	901621000	0	0	16933000	0	0	24995000	77433000	49800000	22501000	102399000	2304000	6218000	4281000	623000	51572000	13426000	0	0	8522000	0	TRUE	29146000	25799000	405301000	173646000	135304000	4746000	
37640	1384240000	0	239618000	737000	0	737072000	0	0	60098000	0	2425949000	0	486112000		249515000	443891000	57110000	496879000	1938772000	575000	1065000	15484000	60098000	60098000	123515000	141969000	154669000	19104000	265484000	81796000	17280000	57351000	2134000	189742000	158560000	0	0	99076000	0	TRUE	372134000	124745000	199011000	175388000	821148000	273994000	
37659	6543000	0	766000	11019000	0	17814000	0	0	0	0	19849000	0	433000		4633000	0	777000	17048000	19416000	0	0	422000	0	0	3537000	8664000	187000	0	12201000	496000	0	422000	0	7755000	918000	0	0	496000	500000	FALSE							
37949	9760000	0	28046000	25004000	0	74047000	0	0	1007000	0	111933000	0	30459000		14188000	59930000	4732000	46001000	81474000	0	0	1597000	1007000	1007000	4015000	6757000	6492000	3728000	10772000	10600000	10650000	0	0	6804000	21250000	0	0	21250000	0	TRUE							
38740	22196000	0	24039000	47814000	0	87491000	0	0	0	0	107219000	0	10058000		29513000	24871000	11184000	63341000	97161000	111000	0	2198000	0	0	3082000	18117000	21206000	7183000	21199000	800000	7311000	2165000	288000	20075000	10564000	0	0	8111000	0	TRUE							
39327	289035000	0	5949000	34551000	0	50349000	0	0	0	0	384196000	0	1910000		23198000	59110000	10321000	43915000	382286000	485000	0	2495000	0	0	13755000	13601000	4733000	0	26249000	3059000	903000	0	0	8891000	3962000	2457000	0	3962000	0	TRUE							
39756	27554000	42000	6790000	241516000	0	300580000	0	0	260000	0	286662000	0	6790000		22875000	145833000	8947000	293748000	279872000	0	0	4400000	260000	260000	15219000	43354000	7952000	794000	58311000	6650000	36577000	2076000	652000	44445000	45955000	260000	0	43227000	0	FALSE							
40033	7568000	0	2476000	13744000	0	24353000	0	0	0	0	21211000	0	1234000		9035000	684000	3544000	21877000	19977000	0	0	844000	0	0	4313000	4575000	3648000	116000	6550000	0	307000	0	0	3617000	307000	0	0	300000	0	FALSE							
40499	949501000	4000	359000	145616000	0	202456000	0	0	131936000	245000	2778773000	0	258640000		494101000	884349000	128810000	202093000	2491470000	0	28418000	36364000	131936000	130064000	186731000	361558000	209473000	16974000	548289000	47048000	74163000	47092000	1886000	280634000	170189000	218460000	0	121210000	22789000	TRUE	53091000	34230000	249828000	258095000	690328000	259165000	
40855	5620000	0	564000	18264000	0	18264000	0	0	0	0	72108000	0	9442000		12770000	39916000	3145000	17700000	62513000	0	153000	1133000	0	0	4317000	6649000	10449000	3627000	10962000	0	872000	355000	302000	12272000	1530000	0	0	872000	0	TRUE							
41245	10898000	1000	1346000	9773000	0	13309000	0	0	253000	0	32699000	0	992000		12846000	1760000	3989000	11962000	31707000	0	0	1290000	0	0	6053000	8079000	4119000	340000	14132000	271000	866000	313000	0	5745000	1450000	0	253000	1137000	0	TRUE							
41553	14277000	0	19518000	13645000	0	52275000	0	0	0	0	28057000	0	1163000		7193000	249000	1968000	32757000	26894000	0	0	0	0	0	2970000	7870000	2437000	0	10837000	254000	0	0	0	6084000	254000	0	0	254000	0	TRUE							
41629	42357000	0	2977000	58288000	0	88330000	0	0	1834000	0	95389000	0	3774000		27397000	6170000	3962000	85353000	91373000	0	242000	1225000	1834000	1521000	10837000	15149000	15163000	3150000	23436000	920000	0	1021000	622000	16902000	2563000	2215000	0	920000	746000	TRUE							
41825	54172000	0	500000	151281000	0	167327000	0	0	44821000	0	256618000	0	2382000		26677000	104174000	14153000	166827000	254236000	0	0	1389000	13771000	9383000	10073000	20658000	21759000	11668000	30731000	9789000	10408000	7435000	6481000	37482000	34113000	31050000	0	20197000	0	TRUE							
41937	18666000	0	1811000	11582000	0	19507000	0	0	0	0	30150000	0	1186000		5425000	3534000	5335000	17696000	28964000	0	0	425000	0	0	1058000	4773000	1856000	0	5831000	0	265000	0	0	2261000	265000	0	0	265000	0	FALSE							
41955	5223000	20000	1029000	5269000	0	13048000	0	0	0	0	14923000	53000	2437000		4247000	1629000	1471000	11999000	12433000	0	0	0	0	0	2209000	3983000	954000	110000	6192000	260000	300000	254000	0	3010000	814000	0	0	560000	0	FALSE							
42037	8875000	0	3405000	16078000	0	27767000	0	0	0	0	31595000	0	1074000		5989000	11926000	0	24362000	30521000	0	0	0	0	0	4000	6881000	2087000	0	6885000	0	1822000	0	0	2983000	1822000	0	0	1822000	0	FALSE							
42354	11527000	0	20545000	40198000	0	81901000	0	0	0	0	50756000	0	1931000		9748000	20105000	3505000	61356000	48825000	0	0	1812000	0	0	7078000	8055000	654000	0	15132000	787000	2250000	301000	0	6039000	3338000	0	0	3037000	0	TRUE							
42372	19028000	0	810000	50189000	0	53940000	0	0	17010000	0	272850000	0	6031000		61866000	74005000	29135000	53130000	266819000	0	0	14021000	17010000	17010000	24494000	41125000	55887000	20098000	65619000	1677000	11280000	20541000	4714000	79739000	38212000	0	0	12957000	0	TRUE							
42420	1447829000	0	148462000	329058000	0	567464000	0	0	0	0	5613495000	0	551315000		458269000	3307119000	115943000	415805000	5062052000	3197000	128000	22153000	0	0	111215000	319768000	249355000	27335000	430983000	28376000	74241000	46601000	1656000	249404000	150874000	31291000	0	102617000	0	TRUE	93602000	104913000	1575148000	1731971000	1277240000	170589000	
42448	75734000	10000	79929000	89622000	0	454645000	0	0	58043000	0	872376000	0	82924000		172294000	174727000	75731000	374696000	789452000	10000	0	34832000	0	0	53929000	133759000	201121000	29239000	187687000	35183000	70189000	89070000	9426000	245753000	203868000	2160000	34024000	105372000	52314000	TRUE	68031000	232824000	19366000	4973000	73089000	1669000	
42457	3561000	41000	5563000	5838000	0	17310000	0	0	12116000	0	25618000	0	4125000		2348000	10246000	920000	11706000	21493000	0	0	201000	0	0	769000	1417000	1031000	272000	2186000	2410000	2912000	3000000	0	1141000	8322000	0	9116000	5322000	0	FALSE							
43052	12434000	55000	2414000	14662000	0	23522000	0	0	2484000	0	54815000	0	6764000		12764000	8332000	3699000	21053000	48051000	0	0	1260000	2484000	0	2580000	10519000	9270000	6760000	13066000	508000	1875000	1517000	1019000	16366000	4919000	0	0	2383000	9301000	TRUE							
43351	25636000	0	6373000	58878000	0	58878000	0	0	2002000	0	154660000	0	16711000		43254000	12107000	4408000	51930000	132734000	575000	5215000	1640000	0	0	11713000	47167000	22210000	10917000	56880000	6352000	13758000	4425000	375000	48753000	24910000	1854000	2002000	20110000	0	FALSE							
